"Benji Atreides;""American"";""Hollywood FC"";""AM (RL)"";1;90;14",1;10;1;3;3;0,72;3;4;0;0;34;37;91,89;6;4;13;30,77;2;2;6;33,"33;0;4;2;2;100;0;0;0;0;0;0;0;3;0;""8-2"";""FC Rio"";""1"";1;1;10;1;5;10;6;10;5;2;1;10;5;5;10;11;5;12;2;12;9;11;10;1;5;5;1;5;12;5;5;20;5;2;12;10;5;10;1;3;1;20;8;5;8;10;3;8;9",,,
"Blueberry Poptart;""Australian"";""FC Rio"";""DM"," M (C)"";1;90;14",2;6,4;0;1;0;0,06;1;1;0;0;14;20;70;0;1;11;9,"09;0;2;4;50;0;0;1;1;100;0;0;0;0;0;0;3;0;1;""2-8"";""Hollywood FC"";""1"";1;1;10;4;5;10;11;10;7;2;4;11;10;8;8;11;7;10;2;7;11;5;5;2;5;5;2;7;7;5;10;20;10;2;10;11;5;11;1;4;2;20;9;10;11;10;3;11;10",,,
"Breakfast Sandwich O’Pumpernickel;""Laotian"";""FC Rio"";""WB (R)"";1;90;12",1;6,1;0;0;0;0;0;0;0;0;23;27;85,19;1;0;2;0;1;6;7;85,"71;1;0;3;3;100;1;3;5;0;0;0;1;0;0;""2-8"";""Hollywood FC"";""1"";1;1;10;3;5;10;5;10;5;4;2;8;8;5;10;10;5;10;3;5;13;5;5;3;5;10;4;5;10;10;10;20;10;3;10;11;5;10;1;1;2;20;10;13;5;10;3;7;5",,,,
"Budget Busquets;""Spanish"";""Athênai F.C."";""D (C)", DM," M (C)"";1;90;10",7;6,8;0;0;0;0,11;0;1;0;0;67;70;95,71;0;0;0;NA;0;6;7;85,"71;3;0;2;2;100;1;3;6;0;0;0;0;0;0;""2-4"";""Inter London"";""1"";1;1;8;1;5;8;12;10;5;1;1;11;10;7;5;12;7;8;1;7;12;8;7;1;8;8;1;7;7;5;8;20;7;1;8;12;7;10;1;1;1;20;8;10;12;12;1;12;10",
"C.J. O'Broussard;""Irish"";""Hollywood FC"";""AM (LC)"," ST (C)"";1;90;14",3;9,7;0;1;2;0,23;2;2;0;0;61;67;91,"04;4;3;12;25;3;3;3;100;0;0;1;2;50;0;4;2;0;0;0;0;3;0;""8-2"";""FC Rio"";""1"";1;1;10;2;8;10;5;10;5;2;3;6;5;10;5;5;9;10;3;10;5;9;5;2;6;10;2;10;15;5;5;20;6;3;10;5;5;8;3;3;2;20;15;5;12;5;2;8;8",,,
"Cheese CantKick;""American"";""Hollywood FC"";""D (RLC)"";1;90;10",6;7,9;0;0;0;0;0;0;0;0;79;80;98,75;0;0;0;NA;0;16;19;84,"21;2;0;0;0;NA;0;6;14;0;0;0;0;0;0;""8-2"";""FC Rio"";""1"";1;1;10;2;5;10;5;15;5;3;2;5;5;7;5;5;5;10;2;5;6;5;5;3;5;10;3;5;5;5;5;20;5;2;10;15;5;5;3;3;1;20;10;15;10;15;4;5;5",,,,
"Christian Silver;""English"";""Athênai F.C."";""DM"," M (RC)"";1;90;13;6",5;0;0;0;0;0;0;0;0;66;70;94,29;0;0;0;NA;0;2;3;66,67;0;0;2;3;66,"67;0;1;1;0;1;0;2;0;0;""2-4"";""Inter London"";""1"";1;1;12;1;5;12;8;5;5;1;1;5;5;5;5;5;5;5;1;5;5;5;5;1;5;5;1;5;12;5;5;20;12;1;12;15;5;5;1;1;1;20;5;15;15;5;1;13;14",,,
"Connor Azpilicueta;""Gibraltarian"";""Inter London"";""D (C)"";1;90;10",7;7,3;0;0;0;0;0;0;0;0;89;92;96,74;0;0;0;NA;0;15;16;93,"75;2;0;0;0;NA;0;4;13;0;0;0;2;0;1;""4-2"";""Athênai F.C."";""1"";1;1;10;1;8;10;10;11;10;1;1;10;10;5;5;10;10;7;1;5;7;5;5;1;13;13;1;10;5;5;11;20;5;1;10;9;5;11;1;1;1;20;11;13;10;5;1;8;11",,,,
"Deedee Yoker;""Scottish"";""Athênai F.C."";""D/WB (L)"";1;90;13",8;6,4;0;0;0;0,08;0;1;0;0;22;25;88;0;1;7;14,"29;0;6;10;60;0;2;3;3;100;0;3;9;0;0;0;2;1;0;""2-4"";""Inter London"";""1"";1;1;15;3;5;12;8;12;8;2;1;8;5;5;10;10;5;10;1;8;8;10;5;2;5;5;1;5;5;5;7;20;14;4;16;10;5;5;1;2;1;20;10;8;10;5;2;5;10",,,,
"Elanor Lorien;""American"";""FC Rio"";""M (L)"";1;90;14;6",9;0;0;1;0,07;0;2;0;0;31;32;96,88;1;1;8;12,5;1;2;9;22,"22;0;5;0;0;NA;0;4;2;0;0;0;0;1;0;""2-8"";""Hollywood FC"";""1"";1;1;12;3;7;7;12;7;7;3;3;7;7;7;12;7;7;12;3;7;11;5;7;3;7;7;1;5;7;7;7;20;12;2;12;12;7;7;1;2;2;20;7;7;7;10;2;12;7",,,
"Emilliano-Yoichi Isagi;""Sammarinese"";""Tokyo S.C."";""AM (LC)"," ST (C)"";1;90;15;6",7;0;0;0;0,22;0;1;0;0;68;73;93,"15;3;0;3;0;0;1;2;50;0;1;0;0;NA;0;1;1;0;0;0;0;0;0;""0-2"";""Cairo City"";""1"";1;1;10;3;5;12;8;10;7;2;2;9;7;8;9;10;7;10;3;10;10;10;10;3;5;5;1;7;13;5;7;20;10;1;11;11;7;10;4;1;1;20;9;7;9;10;2;10;9",,,,
"Franco Torres;""Spanish"";""Cairo City"";""AM (R)"," ST (C)"";1;90;14",1;7,2;0;0;0;0,13;1;1;0;0;42;44;95,45;5;5;13;38,46;1;4;7;57,"14;0;4;0;0;NA;0;1;1;0;1;0;4;1;3;""2-0"";""Tokyo S.C."";""1"";1;1;10;1;5;10;10;10;5;1;2;8;5;5;5;8;5;10;3;15;15;5;5;1;5;10;3;5;15;5;5;20;7;1;11;5;5;9;3;3;1;20;10;5;5;15;1;5;10",
"Friendly Hermit;""Australian"";""Tokyo S.C."";""M (R)"," AM (RL)"";1;90;14",1;7,2;0;0;0;0,44;1;4;0;0;64;74;86,49;5;5;12;41,67;0;5;8;62,"5;1;2;1;1;100;0;3;3;0;0;0;0;1;0;""0-2"";""Cairo City"";""1"";1;1;10;1;5;10;5;5;5;2;2;5;5;15;15;7;6;10;3;5;5;10;15;2;5;5;3;5;5;5;5;20;5;1;10;15;5;5;2;1;3;20;5;5;5;5;3;10;10",
"George Costanza;""American"";""FC Rio"";""D (RLC)"";1;90;12",7;6,1;0;0;0;0;0;0;0;0;36;42;85,71;1;2;7;28,"57;0;7;10;70;0;1;1;2;50;0;4;9;0;1;0;3;1;0;""2-8"";""Hollywood FC"";""1"";1;1;10;3;10;10;10;10;6;1;2;9;10;7;8;10;10;9;1;5;9;7;5;3;5;9;3;9;5;7;10;20;9;3;13;10;7;10;2;2;1;20;10;13;9;8;4;9;13",,,,
"George Gordon;""American"";""Inter London"";""DM"," M/AM (C)"";1;90;14",3;7,3;0;0;0;0;0;0;0;0;70;82;85,37;4;1;2;50;1;4;6;66,"67;0;1;1;1;100;0;1;2;0;0;0;0;0;0;""4-2"";""Athênai F.C."";""1"";1;1;10;1;5;10;5;10;7;1;1;10;10;5;9;10;5;12;1;5;10;5;5;1;5;10;1;5;5;5;13;20;8;1;12;14;5;10;1;1;1;20;10;10;10;10;1;12;10",,,
"Giannis Kroustis;""Greek"";""Hollywood FC"";""WB (RL)"";1;90;12",8;7,2;0;0;0;0,01;0;1;0;0;63;66;95,45;1;0;0;NA;0;12;14;85,"71;2;0;1;2;50;0;2;8;0;0;0;1;0;0;""8-2"";""FC Rio"";""1"";1;1;13;1;5;10;8;10;8;1;1;10;1;8;10;10;8;10;1;5;10;5;5;1;5;8;1;8;7;7;12;20;8;1;10;12;8;11;1;1;1;20;10;8;10;11;1;8;10",,,
"Haruka Mayoi;""Japanese"";""FC Rio"";""ST (C)"";1;90;14",2;6,1;0;0;0;0,06;0;1;0;0;25;29;86,21;0;0;6;0;0;3;11;27,"27;0;1;1;1;100;0;1;0;0;0;0;0;0;0;""2-8"";""Hollywood FC"";""1"";1;1;10;3;5;7;10;7;5;1;2;8;10;5;5;15;10;10;3;15;8;5;5;2;10;5;4;5;5;5;5;20;7;3;20;5;5;5;2;2;1;20;5;5;5;5;3;5;7",,,
"Heh Heh;""Swiss"";""Cairo City"";""AM (L)"," ST (C)"";1;90;11",4;6,3;0;0;0;0,15;0;1;0;0;11;15;73,33;0;0;0;NA;0;1;7;14,"29;0;0;0;0;NA;0;0;1;0;0;0;0;0;0;""2-0"";""Tokyo S.C."";""1"";1;1;10;1;5;7;5;6;5;1;1;5;5;5;5;5;5;5;1;20;5;5;5;1;10;5;1;5;5;5;5;20;5;1;5;5;5;20;1;1;1;20;5;5;5;5;1;5;5",,
"Helena Söderberg;""Swedish"";""Tokyo S.C."";""D/WB (R)"";1;90;11",7;6,5;0;0;0;0;0;0;0;0;89;94;94,"68;0;0;1;0;0;1;4;25;0;0;1;2;50;0;2;5;0;0;0;0;0;0;""0-2"";""Cairo City"";""1"";1;1;5;3;5;13;12;7;5;2;2;5;10;5;7;12;5;10;3;5;12;12;5;2;10;5;3;10;5;5;12;20;10;3;7;12;5;10;3;3;2;20;7;10;7;10;3;5;5",,,,,
"Henrik Lind;""Swedish"";""Athênai F.C."";""D (C)"," DM"";1;90;10",5;6,"7;0;0;0;0;0;0;0;0;64;64;100;0;0;0;NA;0;8;10;80;1;0;0;0;NA;0;3;9;0;0;0;1;0;0;""2-4"";""Inter London"";""1"";1;1;10;1;5;10;12;10;5;1;1;20;12;5;5;12;5;5;1;5;8;5;5;1;10;10;1;5;5;5;14;20;5;1;10;7;5;12;1;1;1;20;14;14;10;8;1;8;8",,,,,
"Hunter Jones;""Canadian"";""FC Rio"";""M/AM (R)"";1;90;14",4;6,9;0;1;1;0,85;3;3;0;0;17;23;73,91;2;2;6;33,33;0;3;9;33,"33;1;2;0;0;NA;0;2;2;0;0;0;1;0;1;""2-8"";""Hollywood FC"";""1"";1;1;11;2;5;10;11;10;5;1;1;8;6;5;11;10;8;10;2;9;9;8;5;1;5;8;3;8;8;10;7;20;10;2;13;10;8;10;1;1;2;20;11;9;8;8;2;10;13",,
"Icarus Isosceles;""American"";""Athênai F.C."";""AM (RL)"";1;90;14",5;7,1;0;1;1;0,88;2;2;1;1;35;39;89,74;3;2;5;40;0;5;6;83,"33;0;1;0;0;NA;0;1;2;0;0;0;1;0;1;""2-4"";""Inter London"";""1"";1;1;9;1;7;10;7;7;7;1;1;8;8;7;10;9;8;13;1;13;10;9;7;1;8;6;1;8;10;5;8;20;10;1;12;13;7;10;1;1;1;20;8;7;9;9;1;11;10",,,
"Jack O'Conner;""Irish"";""Inter London"";""ST (C)"";1;90;12",4;8,6;1;2;0;1,58;3;7;0;0;20;22;90,91;2;0;0;NA;0;2;7;28,"57;0;2;1;1;100;0;0;1;0;0;0;0;1;0;""4-2"";""Athênai F.C."";""1"";1;1;10;1;5;10;8;10;5;1;1;10;5;5;5;5;5;5;1;19;5;5;5;1;10;5;1;5;10;5;8;20;5;1;18;6;5;10;1;1;1;20;5;5;5;10;1;14;10",,,
"Jakup Larsen;""Faroese"";""Cairo City"";""AM (C)"";1;90;13",9;7,5;0;1;1;0,3;4;5;0;0;26;29;89,66;1;1;3;33,33;0;6;7;85,"71;0;0;1;1;100;0;0;1;0;0;0;1;0;1;""2-0"";""Tokyo S.C."";""1"";1;1;10;1;5;10;5;10;5;1;1;9;10;10;10;5;10;10;1;10;10;12;12;1;5;8;1;5;10;5;5;20;9;1;10;12;10;10;1;1;1;20;10;5;10;10;1;10;10",,
"Jannik Andersen;""Danish"";""Athênai F.C."";""GK"";1;90;6",4;6;0;0;0;0;0;0;0;0;12;43;27,"91;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;0;0;1;0;0;0;0;0;""2-4"";""Inter London"";""1"";1;1;10;12;5;10;10;5;9;12;10;10;7;1;1;7;5;1;10;1;10;5;5;10;1;5;13;5;1;1;1;20;5;7;10;10;5;12;6;15;10;20;5;1;10;5;7;10;5",,,,,,
"John Wellerman;""New Zealand"";""Inter London"";""DM"," M (C)"";1;90;12",6;6,"6;0;0;0;0;0;0;0;0;69;69;100;0;0;0;NA;0;0;3;0;0;0;0;0;NA;0;0;2;0;0;0;0;0;0;""4-2"";""Athênai F.C."";""1"";1;1;8;1;12;10;10;8;12;1;1;10;7;5;5;7;10;7;1;7;5;5;5;1;5;5;1;10;10;5;10;20;5;1;8;8;5;10;1;1;1;20;12;14;10;5;1;5;12",,,,,
"Jonas Thessenvitz;""Swiss"";""Tokyo S.C."";""WB (RL)"";1;90;11",9;6,2;0;0;0;0,07;0;2;0;0;37;38;97,37;2;1;8;12,5;1;2;3;66,"67;0;0;0;0;NA;0;1;4;0;0;0;1;1;1;""0-2"";""Cairo City"";""1"";1;1;7;3;5;15;12;5;5;1;1;5;5;5;5;15;5;5;3;5;12;15;5;1;5;5;3;5;5;5;15;20;5;2;5;15;5;5;2;1;1;20;5;5;5;5;3;5;5",,
"K Clamence;""American"";""Inter London"";""AM (R)"," ST (C)"";1;90;14",4;7,5;0;0;1;0,14;1;3;0;0;36;43;83,72;3;1;8;12,"5;1;5;5;100;0;4;2;2;100;0;2;2;0;0;0;1;3;1;""4-2"";""Athênai F.C."";""1"";1;1;12;1;8;10;6;9;8;1;1;8;5;9;10;8;8;12;1;10;8;10;5;1;5;8;1;5;14;5;8;20;12;1;12;10;8;8;1;1;1;20;9;8;8;12;1;8;8",,
"Kaspars Briedis;""Latvian"";""Tokyo S.C."";""ST (C)"";1;90;11",7;6,8;0;0;0;0,96;1;7;0;0;27;31;87,1;2;1;2;50;0;5;12;41,"67;0;0;1;1;100;0;0;1;0;0;0;0;0;0;""0-2"";""Cairo City"";""1"";1;1;10;1;9;8;8;7;10;1;2;10;10;5;8;9;9;10;3;13;7;9;8;3;10;9;1;6;8;5;5;20;9;1;10;10;8;8;2;3;2;20;11;5;9;12;2;9;12",,,
"Kuai Liang;""Chinese"";""Inter London"";""AM (RL)"";1;90;14",3;7,6;0;1;0;0,76;2;5;0;0;34;43;79,07;3;2;6;33,"33;1;3;4;75;0;4;1;1;100;0;1;1;0;0;0;1;1;1;""4-2"";""Athênai F.C."";""1"";1;1;12;1;5;11;6;10;5;1;1;11;5;5;10;11;5;13;1;13;10;11;10;1;5;5;1;5;13;5;5;20;5;1;13;10;5;10;1;1;1;20;8;5;8;12;1;8;9",,,
"Linnea Nesse;""Norwegian"";""Inter London"";""D/WB (R)"";1;90;13",1;6,8;0;0;0;0;0;0;0;0;61;68;89,71;2;2;11;18,"18;1;4;5;80;0;0;2;2;100;0;2;1;0;0;0;2;0;1;""4-2"";""Athênai F.C."";""1"";1;1;13;1;8;10;10;8;9;1;1;8;8;8;13;10;8;8;1;5;10;8;5;1;5;5;1;5;5;9;9;20;8;1;13;13;5;9;1;1;1;20;6;10;10;10;1;10;10",,,,
"Mazrim Taim;""American"";""Inter London"";""D/WB (L)"";1;90;13",5;7,9;0;0;1;0;0;0;0;0;41;44;93,18;2;2;12;16,"67;1;3;4;75;0;3;5;5;100;0;6;5;0;0;0;0;0;0;""4-2"";""Athênai F.C."";""1"";1;1;11;1;8;10;10;8;9;1;1;8;8;8;11;10;8;8;1;5;10;8;5;1;5;5;1;5;5;9;9;20;8;1;11;13;5;9;1;1;1;20;6;10;8;10;1;8;10",,,,
"Mike Rup;""American"";""Tokyo S.C."";""D (RLC)"";1;90;10",5;7,"7;1;0;0;0;0;0;0;0;94;94;100;0;0;0;NA;0;11;11;100;1;0;1;2;50;1;9;11;0;0;0;0;0;0;""0-2"";""Cairo City"";""1"";1;1;9;1;7;10;12;10;11;2;3;10;8;5;5;9;11;6;2;7;9;5;5;1;11;9;4;5;5;5;13;20;8;2;10;10;5;10;2;3;1;20;13;13;10;7;4;9;7",,,,,,
"Mikko Järvälä;""Finnish"";""Hollywood FC"";""D (RLC)"";1;90;11",6;7,2;0;0;0;0;0;0;0;0;98;98;100;0;0;1;0;0;10;12;83,"33;2;0;0;0;NA;0;3;6;0;0;0;1;0;1;""8-2"";""FC Rio"";""1"";1;1;10;3;5;10;10;10;7;1;3;10;10;7;7;10;10;10;3;5;7;9;5;4;9;9;2;9;5;5;7;20;10;1;9;10;7;11;1;1;1;20;10;10;9;7;1;10;7",,,,,
"Mikko Rashford;""Zambian"";""Tokyo S.C."";""D (L)", DM," M (C)"";1;90;13",1;7,"1;0;0;0;0;0;0;0;0;108;120;90;2;1;1;100;1;3;4;75;0;0;0;0;NA;0;1;5;0;0;0;0;0;0;""0-2"";""Cairo City"";""1"";1;1;10;4;5;10;12;12;5;1;3;13;5;5;5;13;5;5;1;5;13;13;5;1;5;5;1;8;5;5;7;20;5;3;13;13;5;6;2;3;3;20;8;7;13;13;2;13;8",,,,
"Milan Horvat;""Serbian"";""FC Rio"";""D (R)"," M (C)"";1;90;13;6",1;0;0;0;0;0;0;0;0;23;26;88,46;0;0;1;0;0;2;3;66,"67;0;0;3;3;100;0;1;2;0;0;0;3;0;0;""2-8"";""Hollywood FC"";""1"";1;1;9;1;10;8;12;8;10;2;3;10;10;5;5;10;10;7;2;7;10;5;5;1;5;5;2;7;10;5;10;20;10;1;16;10;5;10;2;3;3;20;10;10;8;10;1;5;10",,,,
"Narsko Koivu;""Canadian"";""Cairo City"";""M (R)"";1;90;13;6",4;0;0;0;0;0;0;0;0;42;54;77,"78;0;0;2;0;0;3;5;60;1;1;0;0;NA;0;1;2;0;0;0;0;0;0;""2-0"";""Tokyo S.C."";""1"";1;1;10;1;6;9;7;8;6;1;1;12;8;5;8;12;7;12;1;7;12;7;5;1;7;8;1;6;7;5;7;20;12;1;11;14;5;7;1;1;1;20;8;7;12;12;1;13;7",,,,,,
"Nevin Kisbet;""Scottish"";""Inter London"";""AM (LC)"";1;90;15",1;7,6;0;0;1;0,32;1;3;0;0;54;64;84,"38;3;1;1;100;1;6;8;75;0;0;1;1;100;0;2;0;0;0;0;0;1;0;""4-2"";""Athênai F.C."";""1"";1;1;10;1;5;5;5;5;5;1;1;10;5;5;5;6;5;13;1;10;10;6;16;1;5;5;1;5;13;5;5;20;5;1;10;15;16;8;1;1;1;20;5;5;5;12;1;10;5",,,,
"Olsen Minion;""Canadian"";""Athênai F.C."";""M (C)"," AM (L)"";1;90;13",2;6,8;0;0;0;0,07;1;2;0;0;44;47;93,62;1;1;6;16,67;0;3;3;100;0;0;2;3;66,"67;0;1;3;0;0;0;0;0;0;""2-4"";""Inter London"";""1"";1;1;15;2;5;7;7;7;1;3;1;5;5;10;12;6;5;12;1;8;5;5;5;1;5;7;1;8;10;10;5;20;12;3;15;10;5;5;1;1;1;20;10;8;5;12;3;5;5",
"Oscar Fernandes;""Portuguese"";""Cairo City"";""M/AM (C)"";1;90;13",6;7;0;0;1;0,01;1;1;0;0;31;41;75,61;1;0;0;NA;1;3;3;100;0;0;2;3;66,"67;1;0;1;0;0;0;0;0;0;""2-0"";""Tokyo S.C."";""1"";1;1;9;1;14;10;5;10;5;1;1;11;5;5;11;5;14;5;1;10;11;7;5;1;5;5;1;7;12;5;5;20;10;1;10;12;5;5;1;1;1;20;5;5;5;12;1;12;13",,,,
"Patrik Björkås;""Swedish"";""Tokyo S.C."";""M (C)"";1;90;13",4;6,7;0;0;0;0,12;1;1;0;0;56;67;83,58;2;0;0;NA;0;1;3;33,33;0;0;2;3;66,"67;0;0;2;0;0;0;0;1;0;""0-2"";""Cairo City"";""1"";1;1;10;2;7;10;8;10;7;2;2;7;7;7;7;8;7;7;1;7;7;7;9;3;7;7;1;7;7;7;7;20;13;1;10;13;7;8;1;2;3;20;7;13;13;7;3;9;13",,
"PenaltyTo Rangers;""Scottish"";""FC Rio"";""D (C)"," DM"";1;90;10",3;6,"1;0;0;0;0;0;0;0;0;24;25;96;1;0;0;NA;0;9;9;100;4;0;1;4;25;2;1;11;0;0;0;0;0;0;""2-8"";""Hollywood FC"";""1"";1;1;7;2;10;6;10;7;10;1;3;5;10;5;5;10;5;5;1;5;5;5;5;1;16;16;1;5;5;5;10;20;5;2;8;5;5;11;4;2;3;20;15;10;5;5;2;5;5",,,,,
"Pingu Nootazuki;""Japanese"";""Tokyo S.C."";""GK"";1;90;6",6;6,5;0;0;0;0;0;0;0;0;26;32;81,"25;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;""0-2"";""Cairo City"";""1"";1;1;7;7;5;12;12;5;5;14;7;12;12;2;3;7;10;1;7;2;7;5;5;7;1;5;13;10;2;2;1;20;5;13;5;7;5;12;5;13;13;18;5;2;10;5;7;7;10",,,,,
"Radek Soboda;""Czech"";""Cairo City"";""GK"";1;90;4",4;7,6;0;0;0;0;0;0;0;0;41;53;77,"36;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;""2-0"";""Tokyo S.C."";""1"";1;1;5;5;5;5;5;10;5;20;5;5;5;5;5;5;5;5;5;5;5;5;5;20;5;10;5;5;5;5;5;20;5;5;5;5;5;5;5;5;5;20;5;5;5;5;5;5;5",,,,,
"Ricky Bobby;""American"";""Hollywood FC"";""AM (LC)"";1;90;13",9;7,6;0;1;0;0,72;4;5;0;0;33;37;89,19;2;1;12;8,33;0;5;6;83,"33;1;2;0;0;NA;0;2;3;0;0;0;1;1;1;""8-2"";""FC Rio"";""1"";1;1;10;1;8;8;9;8;9;1;1;7;8;8;9;10;8;10;1;8;8;8;8;1;8;8;1;10;8;6;10;20;11;1;13;11;7;11;1;1;1;20;8;9;10;10;1;10;10",,
"Ruedi Wailis;""Swiss"";""FC Rio"";""D/M/AM (C)"";1;90;14",5;6,3;0;0;0;0;0;0;0;0;38;42;90,"48;2;1;4;25;1;3;4;75;0;0;0;0;NA;0;1;1;0;0;0;1;0;0;""2-8"";""Hollywood FC"";""1"";1;1;5;1;15;5;5;5;5;2;2;10;6;5;5;5;5;5;3;20;7;14;5;2;5;5;1;5;17;5;5;20;5;3;10;5;5;5;2;2;2;20;10;5;5;5;2;5;5",,,,,
"Ryan Reynolds;""English"";""Hollywood FC"";""D (C)"";1;90;11",4;7,2;0;0;0;0;0;0;0;0;77;78;98,72;1;1;1;100;0;5;6;83,"33;2;0;2;2;100;0;2;6;0;0;0;0;0;0;""8-2"";""FC Rio"";""1"";1;1;7;2;8;7;8;7;8;1;2;8;8;5;5;8;5;5;1;5;5;5;5;1;11;11;1;5;5;5;11;20;5;3;8;5;5;11;2;3;3;20;11;11;5;5;1;5;5",,,,
"Scott Sterling;""American"";""Hollywood FC"";""GK"";1;90;6",5;6,8;0;0;0;0;0;0;0;0;30;34;88,"24;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;1;0;0;0;0;0;0;0;""8-2"";""FC Rio"";""1"";1;1;5;12;5;12;6;5;7;10;10;10;10;1;1;9;5;1;5;1;10;5;5;10;1;12;10;5;1;1;1;20;5;12;5;10;5;12;10;12;10;20;5;1;10;10;10;10;7",,,,,
